layer,regime,metric,raw_value,controlled_value,abs_correction,relative_correction
rule_controlled,STABLE,quote_vol,1.996329665184021,1.996329665184021,0.0,0.0
rule_controlled,STABLE,quote_price,8.208538248435405,8.208538248435405,0.0,0.0
rule_controlled,STABLE,surface_mean_vol,1.9966527620951335,0.9198588132858276,1.076793948809306,0.5392995563632212
rule_controlled,STABLE,shock_score,0.6228844119118957,0.6228844119118957,0.0,0.0
rule_controlled,TRANSITION,quote_vol,1.8420056104660034,2.0903726139193446,0.24836700345334117,0.13483509607253996
rule_controlled,TRANSITION,quote_price,7.567706313337613,8.596142092869458,1.0284357795318453,0.13589795070658212
rule_controlled,TRANSITION,surface_mean_vol,1.8369434277216594,0.9740943511327108,0.8628490765889486,0.4697200052911432
rule_controlled,TRANSITION,shock_score,0.5931518055507476,0.6528844119118957,0.05973260636114808,0.10070374194627248
rule_controlled,STRESS,quote_vol,1.9907028675079346,2.1321800661977317,0.14147719868979713,0.07106896815138748
rule_controlled,STRESS,quote_price,8.18527555191,8.767714659790036,0.5824391078800364,0.07115693346989727
rule_controlled,STRESS,surface_mean_vol,1.9892525275548298,0.9935762381553651,0.9956762893994647,0.5005278493341117
rule_controlled,STRESS,shock_score,0.6211257426977234,0.6828844119118958,0.06175866921417239,0.09943021995182033
learned_controlled,STABLE,quote_vol,1.996329665184021,2.0055527687072754,0.009223103523254395,0.004620030290640505
learned_controlled,STABLE,quote_price,8.208538248435405,8.24665180340368,0.038113554968274954,0.004643159819050563
learned_controlled,STABLE,surface_mean_vol,1.9966527620951335,0.9050029516220093,1.0916498104731243,0.5467399395614644
learned_controlled,STABLE,shock_score,0.6228844119118957,0.6220555305480957,0.0008288813637999937,0.0013307145723165654
learned_controlled,TRANSITION,quote_vol,1.8420056104660034,2.096151113510132,0.2541455030441284,0.13797216555699465
learned_controlled,TRANSITION,quote_price,7.567706313337613,8.619883833220499,1.0521775198828855,0.13903519459105965
learned_controlled,TRANSITION,surface_mean_vol,1.8369434277216594,0.9833778540293375,0.8535655736923219,0.46466622804546015
learned_controlled,TRANSITION,shock_score,0.5931518055507476,0.6519054770469666,0.05875367149621891,0.09905334679317972
learned_controlled,STRESS,quote_vol,1.9907028675079346,2.129864454269409,0.1391615867614746,0.06990575491343132
learned_controlled,STRESS,quote_price,8.18527555191,8.758223814150892,0.5729482622408923,0.06999743119303996
learned_controlled,STRESS,surface_mean_vol,1.9892525275548298,1.0035353302955627,0.9857171972592671,0.49552139992547917
learned_controlled,STRESS,shock_score,0.6211257426977234,0.6822291612625122,0.06110341856478885,0.09837527953583047
