layer,check_id,pass
raw,quote_vol_monotonic,False
raw,quote_price_monotonic,False
raw,surface_mean_vol_monotonic,False
raw,shock_score_monotonic,False
raw,shock_risk_ordered,False
controlled,quote_vol_monotonic,True
controlled,quote_price_monotonic,True
controlled,surface_mean_vol_monotonic,True
controlled,shock_score_monotonic,True
controlled,shock_risk_ordered,True
