metric,mean_abs_correction,max_abs_correction,mean_relative_correction,max_relative_correction
quote_price,0.38361976740398046,1.1508593022119413,0.2927920865389395,0.8783762596168185
surface_mean_vol,0.20525575728891607,0.4477349023024241,0.45579821829350076,1.039684818469629
quote_vol,0.08852770249048869,0.2655831074714661,0.23140453735154773,0.6942136120546432
shock_score,0.04049709185844016,0.06175866921417239,0.0667113206326976,0.10070374194627248
