layer,regime,quote_vol,quote_price,surface_mean_vol,shock_score,shock_risk
raw,STABLE,0.44977274537086487,1.6005028832587893,0.49866395195325214,0.6228844119118957,MODERATE
controlled,STABLE,0.44977274537086487,1.6005028832587893,0.5835960308710734,0.6228844119118957,LOW
raw,TRANSITION,0.6354411244392395,2.405884566732272,0.5279877384503683,0.5931518055507476,MODERATE
controlled,TRANSITION,0.6354411244392395,2.405884566732272,0.6110880290968712,0.6528844119118957,MODERATE
raw,STRESS,0.3825668394565582,1.3102122121492563,0.43064484000205994,0.6211257426977234,MODERATE
controlled,STRESS,0.6481499469280243,2.4610715143611976,0.878379742304484,0.6828844119118958,HIGH
